评论日期,评论内容,产品名,点赞数,子评论数/追评数,一级评论,二级评论,三级评论
2023,I'm sure the Xaomi Miija will be a success in Portugal ... Because of reasons ... Funny reasons ...,,0,0,,,
2023,You made me buy one haha,,0,0,,,
2024,"Great review! But you did compared with the Quntis old version, am I right? What about the comparison with the new Quntis Pro+ which also has the remote control and maybe a few improvments from its old version? I'm really searching a review comparing those 2 for me to choose what I'm gonna buy.",,0,0,,,
2023,I am going to get one for my bathroom mirror,,0,0,,,
2024,"I like this light bar. However, I live in an area where there are regular power outages and every time power comes back on the light bar lights up by itself.  Would someone know of any way to prevent this besides pulling it off the magnetic stand?",,0,0,,,
1年前（修改过）,My monitor is thin. I think 0.3 inch. Will this still fit?,,0,0,,,
2025,Can you use it to read real books?Is it bright enough for that?,,0,0,,,
2023,Immediate purchase. 35 including 7 day shipping on aliexpress. Thanks for the recommendation and good explanation. I've been dealing with eye strain too for some time.,,1,0,,,
2023,It looks like that clip won’t attach to my monitor  I have a LG gp850 and it has like I circle in the back that goes almost all the way to the top making it look too big for thy clip to fit. I guess I could order one and see if it fits and if it doesn’t I can just return it ️,,0,0,,,
2023,Does this snap onto a laptop screen?,,0,0,,,
2025,"When you showed the replaceable/removable batteries you sold me. Preventing ewaste is a huge feature for anything wireless  for me. I see dead wireless stuff everywhere now as non-replaceable batteries wear out 

Great review",,1,0,,,
2024,It's hilarious how so many reviews about cheaper quality light bars can't avoid mentioning BenQ in the title or the description.,,0,0,,,
2023,why just not keep the ceiling light of your room turned on?,,0,0,,,
2023,I find it comical how a tiny dim lamp in a niche market is over 100 dollars,,1,0,,,
2022,"I own this same light bar, it’s been a game changer and I absolutely love using it. Where’s the link to the inexpensive lamps you used for the bias lighting? I could definitely use one or two of those. Great review!",,0,0,,,
2023,Which monitor do you use?,,0,0,,,
2023,so that you don't have keyboard and mouse that have led light on them,,0,0,,,
2024,"would still prefer benq over this, the light profile of this shown in the video is symetric, causing light to spill onto the monitor, or angeled aggressively away that it'll be in your eye. calling it a benq killer is misleading.
there's a reason why benq is much more expensive, more engineering and R&D was put into it.",,2,0,,,
2025-08,"My monitor is really thin, can I still het this?",,0,0,,,
2023,Wey nomas prende el foco y ya,,0,0,,,
2024,"Great review dude. Question though. 

In clamping capability also compatible for curve monitors? (Like the Huawei MateView GT)

Also how about the shelf time of the bulb? At some point of time, its gonna die out right? Hopefully it lasts long enough for what your paying for. (Just some thoughts)",,0,0,,,
2023,I use 55 inch tv for my PC too much light?,,0,0,,,
2023,"Y'all turn these off when watching or playing things, right? I assume they undermine image quality tremendously.",,0,0,,,
2023,"if we just use a wall tubelight , it lits up entire room",,1,0,,,
2024,"I'm looking for an alternative to that bias lighting lamp in the description, which has been out of stock at Amazon for a while. All I can find are ones without USB.",,0,0,,,
2022,Such a great review and I really need to purchase the light bar because I'm currently doing my internship as a Software Engineer at Motorola Solutions my eyes all get in pain that's why I must have at least  one monitor light bar . Thank you again for the great content..keep it up,,0,0,,,
3年前（修改过）,"As a long-time user of the original BENQ, the wireless controller is what made me buy this. I am now using a 50"" tv as a monitor,I have to stand up everytime to turn it on/off, with the Xiaomi, my laziness rprobs has been resolved lol. Good review!",,29,0,,,
2023,"Hello! I got a few questions:

1. Is that a frameless monitor? How’s the clamp on it, doesn’t it pressure the LCD?

2. Can the magnet damage the monitor?

I recently bought the Asus ProArt and I don’t want to ruin it because of these.

Thank you!",,0,0,,,
2024,"""value"" ""very affordable"" a light bar like the BenQ just set the price to how much these made in China things should cost, thus about close to $80 with taxes on Amazon, while not cheap, wether low key paid ad or not thx for the explanation",,0,0,,,
2024,But its not a benq killer. The benq is the only light on the market which actually has the asymmetrical lighting.,,9,0,,,
2023,Great review! Is it possible to set exactly the color temperature? i.e. 5500k?,,1,0,,,
2023,i would find a way to get your desktop off the floor,,0,0,,,
2023,"Will this light bar interfere with the built in webcam on my iMac? If so, I hope future light bar designs includes a cut out for monitors that have the built in webcam.",,0,0,,,
2023,"Omg I don't have it...! Does it means my eyes are lost?!
...am I blind now?",,0,0,,,
2023,how do you mount this and a camara logitech c920 on the monitor? i want this but looks like i have to make a decition about what to put on top,,0,0,,,
2025,"One thing about the condo developers, they did not forget to add lights, they built your unit (and the hundreds of others) to the absolute bare minimum code requirement. In Canada ceiling lighting only required in kitchens, bathrooms, laundry rooms (not closet!) and hallways. You are permitted to install a switched receptacle (plug) in living rooms & bedrooms & you are code compliant. Some developers opt to include a junction box in the middle of your bedroom so that you can choose to install your own ceiling lighting.  Otherwise great video.",,1,0,,,
2023,I own one. For the money it’s just a no-brainer - go for it if you want/need one,,0,0,,,
2024,nice review. is it possible to connect multiple lights to one remote?,,0,0,,,
2023,any way to make the cord less noticeable? I like what i see but I'm pretty picky about having wires sticking out on my desk setup. some shots in the vid make it look more noticeable than others so i can't quite tell how bad it is,,0,0,,,
3年前（修改过）,Had me LOL so hard when he said they throw in a remote that is wireless.,,0,0,,,
2023,"what do you recommend a monitor or a tv for a pc, many people use there tv's , my monitor just went, & seeing the price difference between a tv & monitor , felt should have bought a 32 in full hd tv.",,0,0,,,
2023,Its not true about light condition for eyes helth.,,1,0,,,
2023,Perfect to light up the dust on a monitor,,1,0,,,
2023,What is the max Lumen rating on this Xiaomi light bar? They don’t say in their official specs probably to hide the fact that it’s really dim. All lighting has a Lumen rating!,,7,0,,,
2023,ooor just get a 10$ desk lamp TADAAAA,,0,0,,,
2023,"How does this work with a camera on the monitor top for zoom, etc?",,0,0,,,
2025,Hello. Is it possible to place a webcam on top of it? The cable looks like it can get in the way. My webcam only tilts up and down so it has to be centered,,0,0,,,
2023,"It covers screen, 2mm at least. Not acceptable.",,0,0,,,
2023,What is the shell of the wireless remote made of? plastic or aluminum?,,0,0,,,
2022,"What you recommend to ligth a room?  strip leds? or? thanks,.",,0,0,,,
2023,Call it biased lighting cause this dude was sponsored,,0,0,,,
2022,"I hate how big the part of where the clip covers your screen, I hate anything covering the screen part",,0,0,,,
2024,does it still work on you bro? cuz some people complain about it as after 3 months of using it died. any thoughts on this pls help I'm eyeing to buy this one.,,0,0,,,
2023,will buying this bar soon may I know how to know if the controller is on low battery?,,0,0,,,
2025,"monitor light bars, wow the thing I dont need now for 130 bucks EZ clap",,0,0,,,
2023,china nabwa 1 i guess.,,0,0,,,
2023,"Unfortunately the one I ordered from Amazon was damaged (clearly an opened box). So, I returned it and chose the BenQ screenbar plus instead.",,0,0,,,
2023,"Do you think light bar + bias light is enough to protect my eyes in completely dark room? i hate to use my room's light, considering to get that lightbar",,0,0,,,
2023,"Does anyone has some experience to use this monitor light bar as an ordinary office light for paper work - sorting, reading etc...? Is it recommended for this type of work too?",,1,0,,,
3年前（修改过）,I just got mine.  This is an amazing product and very competitive price.  I love the wireless control to top it all. Using it on my iMac not I’m thinking of getting one for the other monitor.,,0,0,,,
2023,"Main reason to put monitor light bar is: 
You have enough money to spend",,0,0,,,
2023,Do you have register an app to use the light bar?,,0,0,,,
2023,Doesn't it put strain on your monitor? I have a simmilar one with very narrow bezels.,,0,0,,,
2023,"Will this lightbar be a good choice for those using 43"" monitors?  I use LG's 43-incher and I'm afraid mounting this lightbar way above my eye-level will cause light glare",,0,0,,,
2023,"For me its actually the other way around. Whenever I put any other source of light on, I get eye strain. But if I sit in complete dark and only have my monitors on, I can go hours and hours.",,0,0,,,
2025,any update on how it hold up? if u still use it,,0,0,,,
2023,"Could you help me in making a decision. In my region the Xiaomi Monitor Lamp is for approx. 69 USD and Benq Screen bar is for 109 USD.
What do you think is better value for money or what would you recommend?
My priorities are not getting the beam of light to my eyes from lamp, longevity and ease of use.
Many people have complained about the heating and longevity issue of Xiaomi Lamp and Benq is expensive.
Please help, Thank You.",,0,0,,,
2023,Can you change its color temperature? Not really a fan of daylight white light.,,1,0,,,
2025,"This is not a review, It's a paid promotional video.
If it isn't you should disclaim it",,4,0,,,
2025,"Well, this review compliments the XIAOMI monitor light while another of your reviews says the BENQ light is so much better ?  Which is it?",,0,0,,,
3年前（修改过）,"I'm sorry to curb your enthusiasm: the magnetic connection design is flawed, a fact you'll only notice with time. I bought this product back in October 2020 and, after a year or so of use, the lamp started to frequently flick due to bad contact of the metal plates. I was usually able to fix it by moving the bar a bit, but the problem only got worse and now, after two years, it's almost impossible to use the lamp. I suspect this problem was caused by the metal cylindrical body of the lamp having its shape microscopically distorted due to weather variations so that now it won't fit perfectly with the monitor support, affecting the magnetic connection and the proper touching of metal contacts. I'm a big fan of Xiaomi in general, but in this case, the experience was very disappointing!",,5,0,,,
2024,what is the difference between the one that's selling now for $49.99 (dark black) vs the one for $69.99 (black)?,,0,0,,,
3年前（修改过）,"3:20 just from looking at this, i much prefer the warmer color temperature of the Quntis over the Xiaomi, the xiaomi light is too cold. The Quntis looks like it has a higher CRI as well.",,3,0,,,
2023,The benq halo is better in every way,,0,0,,,
2026-04,In Australia it would be illegal to rent out or build any place without overhead lighting. Move to a real country.,,0,0,,,
2023,No noodle hands here.,,0,0,,,
2025,I have a lamp behind my monitor. But I still dont understand what is the benefit of this xiaomi lamp hitting the screen/keyboard. Can you clarify?,,0,0,,,
2023,Is it safe to plug in a phone charger directly to outlet?,,0,0,,,
2023,how much a month do you pay in rent for that place?,,0,0,,,
2025,Can I use this for laptop? I don't have a monitor,,0,0,,,
2023,pretty good until it stopped working 6months in. Deeply regretted buying,,0,0,,,
2023,"Well, BenQ also provides biased lighting but I agree that is very overpriced. I really wish Xiaomi would add a light to the back of the clip.",,2,0,,,
2023,"Well, if you claim this to be the BenQ killer, why are you comparing it to a brand NOT BENQ? It seems like a great product, a great alternative to Quntis. But after comparing Xiaomi to Quntis for the entire video, I wasn't able to see how you came to the conclusion of ""this is the BenQ killer"". There are other videos on YouTube which did a fair and thorough comparison with BenQ and their final thoughts were at least a bit different than ""BenQ is just soooo over priced and it is a rip off""",,195,0,,,
2023,What light bar is needed for your light bar?,,0,0,,,
2023,xiaomi bangs.,,0,0,,,
2025,very affordable = that's a lie,,0,0,,,
2023,"£89, bollocks. There are monitor lamps for £23",,0,0,,,
2023,How does it fit on a curved monitor?,,3,0,,,
3年前（修改过）,"Bruv, I have triple monitor setup one 43 inch the other two 32 inches 2:21 all 4k, I get so much light my eyes hurt  also I have RGB keyboard, get’em some RGB keyboard bruv man",,0,0,,,
2023,"dark room is bad for your eyes because... BECAUSE IT JUST IS OK? lit up keyboards exist, lamps exist, ceiling lights exist but you just absolutely need this little gadget in your life.
160 dollars for a tiny light is a rip-off but 80 DOLLARS??? WHAT A DEAL!",,0,0,,,
2023,"Have this and Benq Halo. I dnt know what are you smoking man, but those things are not different league - they are different species. You really have to be on huge dose of hopium comparing those products",,2,0,,,
2023,BangGood XDDDD,,0,0,,,
2023,"i dont think u explained why bias lighting is important ""later on"", cuz im still confused. is this under the presumption that u wanna use the computer in a dark room, but u wanna do it without eye strain? cuz i dont see how this is better than my 2 x $5 philips led ceiling light that lights up the whole room with 1600lm.",,1,0,,,
2023,I don’t get it… 30 years ago we never needed a light bar and now we need a light bar?,,1,0,,,
2024,It’s better than the BenQ in terms of value but worse in terms of quality,,0,0,,,
2024,I was having fun watching this and then you said 25 degrees of freedom and I cringed so hard.,,1,0,,,
2026-06-25,Your video is absolutely unwatchable because it has so many ads,,0,0,,,
2023,Bro. I would name drop that contractor that is so dumb doesn't know that light is needed to see.,,0,0,,,
2023,I won't trust a reviewer who drilled a hole in his desk to pass through his halogen lamp's pole!!!,,0,0,,,
2023,Will this work for laptop,,0,0,,,
2024,bros monitor light is more expensive then his monitor,,0,0,,,
2023,Gimmick nobody needs this I've been playing around with Computers my whole life and never have had needed this,,0,0,,,
2024,"i HATE how it lights up the monitor screen, deal breaker for me",,1,0,,,
2023,too much bla and repeating your self ...,,0,0,,,
2023,turn on room light,,2,0,,,
2023,"The next thing they will invent is ""Water Swallower"" which swallows water instead of you, so you can swallow the product with water",,0,0,,,
2024,"There’s actually an usb C cable in the box, under the booklet. Wouldn’t know if I didn’t watch this video. But no batteries though in my box",,0,0,,,
2026-03,"This is CRAP. just look at the monitor at 1:38 . If you are stupid enough to use a monitor light bar, You need one that shines light AWAY from your monitor. Most, if not all cheap ones use normal lights, shining on the monitor and decimating image quality. The more expensive ones somehow block the light from reaching the monitor and ruining image quality.",,0,0,,,
2023,"if its xiaomi, its done great.",,0,0,,,
2022,"Go to sleep when it's dark, and wake up when there's light. Open the window to let more light in. Our ancestors figured these essential points out years ago, no electricity required. The sun is my light bar.",,1,0,,,
2023,A light bar on top of your monitor sounds awfully unergonomic. Just saying.,,0,0,,,
2023,support china,,1,0,,,
2023,CCP YouTuber,,1,0,,,
2023,"Did you get paid by xiaomi to bash benq .  Comical, reminds me of tiktok bashing",,0,0,,,
2025-10,"Habe mir die ScreenBar Pro durch euch geholt, und ich bin unfassbar begeistert von dieser! Ich will diese nicht mehr missen. Wie du es schon sagst, wenn man eine hatte, kann man nicht mehr ohne.",,0,0,,,
2025-10,Da hier mal wieder das Waico Island Pad gezeigt/erwähnt wurde: gibt es dazu Neuigkeiten?,,0,0,,,
2025-12,"Ist der Aufsatz für die Webcam im Lieferumfang enthalten, oder muss der extra gekauft werden?",,0,0,,,
2025-12,"Wie sieht das mit OLED Monitoren aus? Die haben ja meist, so wie meiner eine glänzende Oberfläche.",,0,0,,,
2026-02,Wie stabil sitzt die Lampe auf dem Monitor? Hab zwei Katzen. Hab Angst die könnten die runter werfen und ggf. Monitor beschädigen,,0,0,,,
2025,Bravo pour ta diction et ton intonation. C’est un régal de t’écouter. Merci,,1,0,,,
2025,"Super Vidéo !
Merci pour les infos, j'avais une petite question : 
Je voulais domotiser cette screen bar en la branchant sur une prise connectée.
-  Est ce que quand on la branche, elle s'allume automatiquement ?",,0,0,,,
2025,"C'est les Prime Day et je savais pas laquelle acheter, merci pour ta vidéo qui a bien clarifiée les différences ! Je vais finalement me tourner vers la Halo :)",,2,0,,,
2025,"Bonjour
Merci pour votre vidéo. J’ai un écran ultrawild DELL de 49 pouces U4924DW, est ce que cette Screenbar est adaptée ? Merci pour votre retour.",,1,0,,,
2025,J’ai un moniteur oled  je peux quand même le prendre et le mettre dessus,,0,0,,,
2025-08,"PRÉCISION IMPORTANTE : il est en fait possible de régler la durée après laquelle la lumière s'éteint automatiquement grâce au détecteur de présence ! Ça règle le plus gros problème que je lui trouvais et ça a été implémenté exactement comme je le dis dans la vidéo ^^ Pour le régler, vous avez le choix entre plusieurs durées. Il suffit de maintenir quelques secondes le bouton de détection de présence et de choisir la durée parmi plusieurs pré réglages en tournant la télécommande. Tadaaaa (je ne sais pas comment j'ai fait pour louper l'info )",,4,0,,,
2025-08,Merci beaucoup pour site vidéo ! Cela m’éclaire sur mon choix et je pense partir sur celle-ci ;),,1,0,,,
2025,Ça a vraiment l’air chouette,,1,0,,,
2025,C’est carré ! J’ai la Halo 1 que j’adore !,,1,0,,,
2025,Super comme dab,,1,0,,,
2025-10,"C’est super cher en fait, c’est un truc de passionné ! Ceci dit ça a l’air top, merci pour ta vidéo",,0,0,,,
2025-12,"Hola! Merci pour cette vidéo claire et tes commentaires pertinents à son sujet!
Question cependant, ce délai de réponse réglage qui est bien plus long que la halo est-il pesant au quotidien? Il m'inquiète un peu 
Et sa bordure de réglage pointue (par rapport à la 1 qui est plate et à même hauteur) est-elle un plus ou un moins selon toi?
Merci d'avance et merci encore pour cette review de qualité!",,0,0,,,
2025-12,Merci pour cette vidéo !! Question peut être déjà posée . La télécommande peut elle piloter 2 screen bar quand on a 2 écrans ?,,1,0,,,
2025-12,"Bonjour, merci beaucoup pour cette vidéo ! Est-ce que cette lampe permet aussi d'éclairer son visage (quand on est en visioconférence) ? Je sais bien que ce n'est pas le but premier, mais ce serait tellement pratique pour éviter d'avoir en plus une lampe ""anneau"" sur le bureau. Précision : le haut de mon écran est à la même hauteur que mes yeux, et il faudrait que la lampe éclaire aussi le front... Merci par avance !",,1,0,,,
2025-12,"Je cherchais une vidéo explicative de cette nouvelle lumière d'écran proposé par BenQ, je suis bien tombé. Tout est très bien expliqué et ta diction est plaisante à écouter ! Serait-il possible d'avoir la référence de ton bras de micro que l'on voit dans ton setup ? 
Merci d'avance.",,1,0,,,
2026-01,180 euros... une honte,,2,0,,,
2025-09,et pour les écrans incurvés ? c'est réglable ?,,0,0,,,
2026-01,le cable d'alimentation ne se detache meme pas....si il est trop court jusqu'au pc on fait comment ? pour le prix franchement... moi j'ai pris la lampe quntis a 60 euro et elle est bien mieux rapport prix perf,,0,0,,,
2025,"Also, I have an external webcam. Where would that go ? The company does sell an adapter so you put it on top.  Ty very much",,0,0,,,
2025,Can you run it into the monitor ? Ty very much,,0,0,,,
2025,Incredible review brother.  Nice light bar. Thanks for sharing.  Keep the content coming.  Hope you have an incredible night.  Much love and RESPECT.  Prayers up,,0,0,,,
2025,Thanks for sharing. Blessings on your day.,,0,0,,,
2025,"Does it cover your iMac camera? I have an Apple Studio Display, but I can’t find the answer as to whether this screen bar covers the camera (I use the ASD camera every day).",,0,0,,,
2025,Can you disable the lights in the control buttons? They seem really distracting,,0,0,,,
2021,Thanks for the video. I often animate in a dark room. I bought a lighted keyboard instead.,,0,0,,,
2021,Is It Available on amazone india? I cant find it from india.,,0,0,,,
2025,Very informative with no unnecessary aditional info.,,1,0,,,
2024,"this is a good comparison, thanks@!!",,1,0,,,
2022,"okay but this whole setup is so clean and organized, like it looks like the kind of model offices you find at ikea ! I've never actually looked into ever getting a screen bar, and to be extremely honest, never heard of it lol but looks cool man !",,8,0,,,
2024,Great review Eric. The only thing missing for me though is: which energy supply do the bars have? Native socket or USB?,,1,0,,,
2024,I'm very disappointed Benq sells the webcam adapter for another 20 euros instead of including it by default on a piece of equipment for that price. It's just a cheap piece of plastic smh...,,3,0,,,
2024,Having to purchase the adapter separately is the biggest turnoff,,0,0,,,
2023,how long does the battery of the remote last? (BenQ Halo). i mean I f I have to replace them every so often it could be annoying.,,0,0,,,
2022,"I like that wireless part of Halo . Big question as noob like me, what’s the purpose of this screen light ?",,0,0,,,
2023,Can you use rechargeable batteries for the Halo remote?,,1,0,,,
2022,I thought the halo was made for curved screens,,1,0,,,
2023,Hey great review!!! I'm still in doubt which to buy... is really the extra bucks worth it? Which to go... plus or halo?,,2,0,,,
2023,"My ultrawide is 1900R, which light bar would suit that better?",,0,0,,,
2024,"The wake up thing is what killed the Halo for me. I like things to work on a snap. If I have to keep waving my hand every time I want to use the thing, that's gonna get old real fast.

Probably gonna go with the Plus. Can you say exactly how long the dial cable is?",,8,0,,,
2023,This video showed nothing lmao,,2,0,,,
2025,Would have liked to see the alignment of someone speaking into the camera with it being mounted up so high.,,8,0,,,
2026-07-02,Is there any solution for integrated pop up cameras?,,0,0,,,
2025,"Or they just could add web cam feature to a bar. I have ultra wide monitor and Benq screen bar and I need to purchase web cam, I do not like this whole ""construcion"", one electronisc on the other one on the third one.",,4,0,,,
2025-09,"Or you fold the logitech brio and its flat to put it on the screenbar, i use 2 little magnets for a little angle. No rocket sience needed.",,0,0,,,
2025,Great video.   Love the conclusions,,0,0,,,
2025,Brilliant review,,0,0,,,
2025-12,"Used the Quintus for 2 years. I like how it's not too bright and not too dim, perfect for cozy room feel",,1,0,,,
2026-04,They are pretty neat!,,0,0,,,
2025-12,Looks great.,,0,0,,,
2021,太厲害拉！！這拍的好屌,,4,0,,,
2021,好像在看電影，太酷惹,,0,0,,,
2021,超有意思的影片！！,,1,0,,,
2021,BenQ找對人了,,3,0,,,
2021,請問你的螢幕是哪個呢?,,0,0,,,
2026-06,最近也是從ScreenBar Plus換上ScreenBar Halo 2，依然很好用,,0,0,,,
2026-01,詳細的解說 讓我直接買了二代,,0,0,,,
2025,"我本來也有用一代的 Screen bar
現在看到二代的體驗
讓我好想升級啊～～",,0,0,,,
2025,"ScreenBar Plus用了好久，挺不錯的
同款滑鼠+滑鼠墊使用者路過
POWERPLAY賣了一陣子就沒賣了",,0,0,,,
2025,想請問1000R的34吋21:9的曲面螢幕推薦screen bar halo 還是pro呢,,0,0,,,
2025,"胡少，可以用一下SAMSUNG Galaxy M33 5G，測試巔峰極速賽車手遊的遊戲畫質嗎
我現在是用，SAMSUNG Galaxy A51 4G在玩巔峰極速賽車手遊的畫質 只能開最低畫質 超模糊的
我弟弟手機是用，Xiaomi 10T PRO在玩巔峰極速賽車手遊的畫質 超級清晰(怎麼遊戲畫質差這麼多)",,1,0,,,
2025,"之前買過BenQ ScreenBar Halo後來換曲面螢幕後就半價售出，我講一下遇到的使用情況，所謂支援曲面螢幕只是指""能掛上""去這件事，你的直線型燈源兩側光會打在曲面螢幕彎曲兩側上還是造成反光，如果你把燈源往前轉，又會照射到自己眼睛很不舒服，並且無線要不停更換電池這件事很麻煩又會佔桌面空間，放太近會妨礙滑鼠，放太遠你不如直接在燈具上操作還比較直覺，所以曲面螢幕要買螢幕掛燈的人真的不建議選擇直線型的燈具。",,15,0,,,
2025,請問螢幕如果有裝遮光罩，這個燈具還能裝嗎 ?,,1,0,,,
1年前（修改过）,胡少真專業，測試得很好，可以多測這樣的產品，走自己的路，也許可以測給小孩的書桌燈具看看,,3,0,,,
2026-04,想知道halo 2跟pro 只差在無線控制器嗎,,0,0,,,
2025,買來沒開過幾次就賣了 不是很必要的東西,,0,0,,,
2025,中間應該是要說，沒有碰過離開桌面後，5分鐘後*不*關燈的情況，對吧,,1,0,,,
2025,"繼螢幕後 掛燈也被推入坑下單了~
因為有使用螢幕支架 也常移動螢幕 想問問只靠夾具足夠穩定嗎",,0,0,,,
2025,好奇想問一代後面的那個很重的夾具對現在的螢幕來講會不會壓壞現在的螢幕,,0,0,,,
2025,因為租屋處的桌面比較小，想請教這個適合拿來取代檯燈嗎@@?,,0,0,,,
2025,請問掛在蘋果的studio display時會擋到視訊鏡頭嗎？,,0,0,,,
2025,"最近是買了PG32UCDP 
習慣晚上用電腦房間暗一點但偶爾眼睛很快就疲勞  
原本也是考慮舊版Halo還好有看到你的影片不然夾不住 但我有疑惑 Halo有背光差別很大嗎？真的有點猶豫",,1,0,,,
2025,"請問夜間使用會降低影響到旁邊睡覺的人嗎?
目前使用LED檯燈會讓周圍過亮",,0,0,,,
2025,等價格跌到1000以內會考慮看看，太貴了 我媽不允許我買,,0,0,,,
2025,剛下單321URX，想請問厚度多少呢？也想買掛燈，謝謝您。,,0,0,,,
2025,請問房間不開燈  只用這個燈的話   用電腦眼睛會不舒服嗎,,1,0,,,
2025,請問55吋電視適合裝嗎 效果會不會不好,,0,0,,,
2025,用久了，燈泡壞了可以換嗎？還是要買新的？,,0,0,,,
2025,"別買這個！  很爛！
最大賣點是 auto turn off light.
偵測距離太短
需要有持續的動作 才會維持開燈

設計非常爛！",,1,0,,,
2025,電腦螢幕只有USB孔供電，沒Type C孔能轉用轉接頭接來供電嗎?  還是一定要Type C接變壓器然後插插座。,,0,0,,,
2023,"Today I learned that my desk lamp is that guy who drives everywhere with his high beams on. 
On Purpose. He does it On. Purpose. F'in asshole!",,4,0,,,
2023,I have never owned a BenQ product. Oddly enough I find this light bar more interesting than their monitors.,,2,0,,,
2023,thanks for the review! it convinced me to order this lamp for myself,,0,0,,,
2023,"Wow, really cool light, been looking for something like this but have not been happy with previous offerings. This seems to click all the boxes for me. Thank you Noob for sharing this, I'll be ordering one from Amazon.",,2,0,,,
3年前（修改过）,"Perfect timing on this review as I'm currently looking for a lamp for my PC desk. I too like to keep the clutter down to a minimum, so having this on top of my monitor would be ideal. Thanks for bringing this lamp to my attention, N00b!",,1,0,,,
2023,Rear facing light source needs RGB support to also serve decorative ambient lighting applications.,,3,0,,,
2023,"Been using an older non remote version for a few years now.  The old remote version was not wireless.  I was so happy with it that I have given 5 of them now to friends and family for b/days, etc.",,0,0,,,
2023,The dial didn't make me feel the price was warranted. If it was 40 bucks with just an on/off switch it would be more appealing. I'll keep the paper lamp behind my monitor for now. Thanks though it does look cool!,,2,0,,,
2023,"Lighting can be so important to the feel of a environment 
I do work as a photographer and currently use one my constant LED lights as a light whenever I am on video calls. I bounce it up the wall and off the ceiling. This even on a extremely low setting can work as a really nice light to illuminate the room without using the brighter overhead light. 5% is plenty for example if your just casually working, 20% is nice for video calls, 100% would make the room WAY too bright. 
I also use a Nikon Z5 plugged in with a wide angle lens to be my webcam. 
this setup for casual video calls is ridiculous, but I have the stuff so why not do it, plus I have received comments on how good it looks so that always feels good. 

All that said I think that light looks pretty nice, I could see absolutely picking one up if I didn't already have my setup the way I do. The temperature control is a nice touch, I would argue that also makes it feel quite premium.",,4,0,,,
2023,I was just about to comment on your other video asking about this light,,0,0,,,
2023,Ohhh we like those icons on the Stream Deck!!!!!!!,,0,0,,,
2023,"Coming from a surveillance/dispatch background, bias lighting is something I've always needed/recommended. This light not only solves the problem of bias and task lighting in one unit, saving desk space, but a problem I'd like to point out (after moving halfway across the US recently) is the adhesive mount LED strip lighting mounted behind my monitor is failing. I have the LED light strips starting to peel off and hang. This light solves that! Definitely worth considering. As always, a great review.",,0,0,,,
2023,I was wondering what the glare on the monitor would be?  And if you could adjust the light to be further out or closer in.  It looks like it would be good for those with out RGB keyboards or other peripherals that need some extra light without lighting up the whole room.,,0,0,,,
2023,"Very nice damit, I almost made it two weeks Noob. Where is my wallet dam you.",,0,0,,,
2023,I feel tricked by the preview image. I wanted to see the kitty. :D,,0,0,,,
2023,thats why i pay my internet!!!!,,0,0,,,
2023,"Hahaha, haven’t heard of BenQ before this video",,0,0,,,
2023,Is there any angle adjustment for the lamp?,,0,0,,,
2023,"I've always pronounced it ... BENK. I'm wrong, aren't I.",,0,0,,,
2023,"Haha 
Never heard of BenQ",,1,0,,,
2023,No benq monitor here!,,0,0,,,
2023,Looks pretty fancy. That controller is very unique,,1,0,,,
2023,"$180? Lol, no. I'm losing faith in you Noob.",,1,0,,,
2023,"Man, I need to pick one of these up.  Great video.",,1,0,,,
2023,Very nice light! Blessings on your day.,,0,0,,,
2023,I love this light i have a benq similar to this,,1,0,,,
2023,Great device it come handy in my future new videos,,0,0,,,
2021,Nice setup like that room,,0,0,,,
2021,Nice channel what keyboard you use?,,0,0,,,
2021,I think imma be a gamer like u sternoak also this is my gaming account it's me miller,,0,0,,,
2022,購入前の事前調査が不十分だったとはいえ、実際に使ってみないと分からないことってたくさんありますよね。大変参考になりました。,,29,0,,,
2023,実際に使って買い替えに至った理由がわかりやすく説明されていて、こういった動画が増えてほしいと思わせるいい動画でした！,,10,0,,,
2024,"丁度購入を検討していたので助かりました。
絶賛レヴューばかりで似たような動画ばかりだったので
この視点の動画は神ですね、デスク上に物もあまり置きたくないので初期型買います！",,2,0,,,
2023,めちゃくちゃ参考になりました！ありがとうございます！,,0,0,,,
2022,AmazonにHaloがなかったので新型に気づかなかったのですが、この動画に共感してリモコンなしを注文しました。ありがとうございました！,,3,0,,,
2022,"メーカー提供系の忖度レビューには無い、まさに的を得たレビューだと思います！
どれも納得感のある説明で、非常に参考になりました",,33,0,,,
2023,めちゃんこいい動画見つけました、三段階もグレードあるなら最上位はさぞいい機能山盛りなんだろうと思っていたのでこういう忖度のないレビューはとてもありがたいです。,,0,0,,,
2022,"参考になりました
すばらしいレビューです",,1,0,,,
2022,"素晴らしい！
Good Job！",,0,0,,,
2024,私もモニターを手前に引き出して使うので、同意できる内容ばかりで旧型を買う決心がつきました！,,0,0,,,
2023,飛びつきそうになってました。こういう冷静なレビュー助かります。,,6,0,,,
2024,"為になりました。ありがとうございます。
夜間作業するときに部屋の照明を落として作業することもあるので、
haloの背面ライトであれば画面背景含めて視界が明るくなってくれていいかなと思いました。
部屋の明かり付ければいい話なのですが…",,0,0,,,
2025,この人のレビューがいいです！！,,0,0,,,
